THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,451,0.0066518847006651885,0.0,0.0
2,450,0.0022222222222222222,0.0,0.0
3,449,0.0,0.0,0.0
4,448,0.0,0.0,0.0
5,447,0.0,0.0,0.0
6,446,0.0,0.0,0.0
7,445,0.0,0.0,0.0
8,444,0.0,0.0,0.0
9,443,0.0,0.0,0.0
10,442,0.0,0.0,0.0
11,441,0.0,0.0,0.0
12,440,0.0,0.0,0.0
13,439,0.0,0.0,0.0
14,438,0.0,0.0,0.0
15,437,0.0,0.0,0.0
16,436,0.0,0.0,0.0
17,435,0.0,0.0,0.0
18,434,0.0,0.0,0.0
19,433,0.0,0.0,0.0
20,432,0.0,0.0,0.0
21,431,0.0,0.0,0.0
22,430,0.0,0.0,0.0
23,429,0.0,0.0,0.0
24,428,0.0,0.0,0.0
25,427,0.0,0.0,0.0
26,426,0.0,0.0,0.0
27,425,0.0,0.0,0.0
28,424,0.0,0.0,0.0
29,423,0.0,0.0,0.0
30,422,0.0,0.0,0.0
