TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
 152650936, -0.28, -0.52, 2.6, 2.37, 275.21, 274.51, 0, 0.01, 3
 152653745, -0.28, -0.48, 2.59, 2.53, 275.21, 274.58, 0, 0.01, 3
 152656134, -0.29, -0.4, 2.59, 2.25, 275.21, 274.52, 0, 0.01, 3
 152658224, -0.29, -0.5, 2.6, 2.43, 275.21, 274.51, 0, 0.01, 3
 152660711, -0.3, -0.47, 2.6, 2.28, 275.21, 274.6, 0, 0.01, 3
 152663302, -0.3, -0.49, 2.6, 2.48, 275.21, 274.56, 0, 0.01, 3
 152666104, -0.3, -0.45, 2.59, 2.41, 275.21, 274.66, 0, 0.01, 3
 152668566, -0.31, -0.4, 2.6, 2.36, 275.21, 274.58, 0, 0.01, 3
 152670690, -0.31, -0.51, 2.6, 2.34, 275.21, 274.56, 0, 0.01, 3
 152675805, -0.32, -0.45, 2.6, 2.54, 275.21, 274.65, 0, 0.01, 3
 152678799, -0.32, -0.4, 2.59, 2.33, 275.21, 274.73, 0, 0.01, 3
 152683328, -0.33, -0.49, 2.6, 2.21, 275.21, 274.64, 0, 0.01, 3
 152685890, -0.34, -0.37, 2.6, 2.42, 275.21, 274.72, 0, 0.01, 3
 152688158, -0.34, -0.41, 2.6, 2.56, 275.21, 274.74, 0, 0.01, 3
 152691185, -0.34, -0.33, 2.59, 2.32, 275.21, 274.78, 0, 0.01, 3
 152693632, -0.35, -0.38, 2.59, 2.44, 275.21, 274.72, 0, 0.01, 3
 152695947, -0.35, -0.43, 2.6, 2.16, 275.21, 274.72, 0, 0.01, 3
 152698167, -0.36, -0.34, 2.6, 2.54, 275.21, 274.77, 0, 0.01, 3
 152700854, -0.36, -0.37, 2.6, 2.45, 275.21, 274.81, 0, 0.01, 3
 152703715, -0.37, -0.27, 2.59, 2.42, 275.21, 274.81, 0, 0.01, 3
 152708235, -0.37, -0.37, 2.6, 2.19, 275.21, 274.77, 0, 0.01, 3
 152710664, -0.38, -0.32, 2.6, 2.55, 275.21, 274.83, 0, 0.01, 3
 152713296, -0.38, -0.29, 2.6, 2.37, 275.21, 274.87, 0, 0.01, 3
 152716226, -0.39, -0.24, 2.6, 2.47, 275.21, 274.83, 0, 0.01, 3
 152723383, -0.4, -0.27, 2.6, 2.5, 275.21, 274.88, 0, 0.01, 3
 152725828, -0.4, -0.2, 2.6, 2.38, 275.21, 274.87, 0, 0.01, 3
 152735844, -0.42, -0.21, 2.59, 2.45, 275.21, 274.9, 0, 0.01, 3
 152738236, -0.43, -0.17, 2.59, 2.47, 275.21, 274.89, 0, 0.01, 3
 152741403, -0.43, -0.22, 2.59, 2.39, 275.21, 274.89, 0, 0.01, 3
 152743662, -0.44, -0.23, 2.59, 2.45, 275.21, 274.9, 0, 0.01, 3
 152748273, -0.44, -0.12, 2.59, 2.55, 275.21, 274.91, 0, 0.01, 3
 152750881, -0.45, -0.16, 2.59, 2.57, 275.21, 274.93, 0, 0.01, 3
 152753735, -0.45, -0.2, 2.58, 2.44, 275.21, 274.98, 0, 0.01, 3
 152756193, -0.45, -0.24, 2.58, 2.51, 275.21, 274.97, 0, 0.01, 3
 152758225, -0.45, -0.16, 2.58, 2.35, 275.21, 274.98, 0, 0.01, 3
 152760687, -0.46, -0.1, 2.58, 2.64, 275.21, 274.96, 0, 0.01, 3
 152763504, -0.46, -0.2, 2.58, 2.52, 275.21, 274.99, 0, 0.01, 3
 152766163, -0.46, -0.19, 2.58, 2.49, 275.21, 275.05, 0, 0.01, 3
 152768528, -0.46, -0.26, 2.58, 2.44, 275.21, 275, 0, 0.01, 3
 152770682, -0.46, -0.14, 2.58, 2.38, 275.21, 275, 0, 0.01, 3
 152773380, -0.46, -0.15, 2.58, 2.75, 275.21, 275, 0, 0.01, 3
 152775822, -0.46, -0.23, 2.58, 2.47, 275.21, 275.06, 0, 0.01, 3
 152778804, -0.46, -0.22, 2.58, 2.59, 275.21, 275.09, 0, 0.01, 3
 152781246, -0.46, -0.28, 2.58, 2.44, 275.21, 275.03, 0, 0.01, 3
 152791359, -0.46, -0.22, 2.58, 2.62, 275.21, 275.11, 0, 0.01, 3
 152793707, -0.46, -0.3, 2.58, 2.45, 275.21, 275.06, 0, 0.01, 3
 152798322, -0.46, -0.31, 2.58, 2.67, 275.21, 275.09, 0, 0.01, 3
 152800697, -0.46, -0.25, 2.58, 2.49, 275.21, 275.14, 0, 0.01, 3
 152804454, -0.46, -0.29, 2.58, 2.61, 275.21, 275.09, 0, 0.01, 3
 152807079, -0.46, -0.26, 2.58, 2.4, 275.21, 275.05, 0, 0.01, 3
 152808324, -0.46, -0.25, 2.58, 2.68, 275.21, 275.08, 0, 0.01, 3
 152810735, -0.46, -0.35, 2.58, 2.6, 275.21, 275.11, 0, 0.01, 3
 152813333, -0.45, -0.28, 2.58, 2.47, 275.21, 275.15, 0, 0.01, 3
